tabelcode;datapunt;rij;kolom
T1A;R040C290;R040;C290
T1A;R040C300;R040;C300
T1A;R040C330;R040;C330
T1A;R050C010;R050;C010
T1A;R050C020;R050;C020
T1A;R050C030;R050;C030
T1A;R050C040;R050;C040
T1A;R050C050;R050;C050
T1A;R050C060;R050;C060
T1A;R050C070;R050;C070
T1A;R050C080;R050;C080
T1A;R050C090;R050;C090
T1A;R050C100;R050;C100
T1A;R050C110;R050;C110
T1A;R050C120;R050;C120
T1A;R050C160;R050;C160
T1A;R050C170;R050;C170
T1A;R050C180;R050;C180
T1A;R050C190;R050;C190
T1A;R050C200;R050;C200
T1A;R050C210;R050;C210
T1A;R050C220;R050;C220
T1A;R050C230;R050;C230
T1A;R050C240;R050;C240
T1A;R050C250;R050;C250
T1A;R050C260;R050;C260
T1A;R050C270;R050;C270
T1A;R050C280;R050;C280
T1A;R050C290;R050;C290
T1A;R050C330;R050;C330
T1A;R060C010;R060;C010
T1A;R060C020;R060;C020
T1A;R060C030;R060;C030
T1A;R060C040;R060;C040
T1A;R060C050;R060;C050
T1A;R060C060;R060;C060
T1A;R060C070;R060;C070
T1A;R060C080;R060;C080
T1A;R060C090;R060;C090
T1A;R060C100;R060;C100
T1A;R060C110;R060;C110
T1A;R060C160;R060;C160
T1A;R060C170;R060;C170
T1A;R060C180;R060;C180
T1A;R060C190;R060;C190
T1A;R060C200;R060;C200
T1A;R060C210;R060;C210
T1A;R060C220;R060;C220
T1A;R060C230;R060;C230
T1A;R060C240;R060;C240
T1A;R060C250;R060;C250
T1A;R060C260;R060;C260
T1A;R060C270;R060;C270
T1A;R060C280;R060;C280
T1A;R060C330;R060;C330
T1A;R070C010;R070;C010
T1A;R070C020;R070;C020
T1A;R070C030;R070;C030
T1A;R070C040;R070;C040
T1A;R070C050;R070;C050
T1A;R070C060;R070;C060
T1A;R070C070;R070;C070
T1A;R070C080;R070;C080
T1A;R070C090;R070;C090
T1A;R070C100;R070;C100
T1A;R070C160;R070;C160
T1A;R070C170;R070;C170
T1A;R070C180;R070;C180
T1A;R070C190;R070;C190
T1A;R070C200;R070;C200
T1A;R070C210;R070;C210
T1A;R070C220;R070;C220
T1A;R070C230;R070;C230
T1A;R070C240;R070;C240
T1A;R070C250;R070;C250
T1A;R070C260;R070;C260
T1A;R070C270;R070;C270
T1A;R070C330;R070;C330
T1A;R080C010;R080;C010
T1A;R080C020;R080;C020
T1A;R080C030;R080;C030
T1A;R080C040;R080;C040
T1A;R080C050;R080;C050
T1A;R080C060;R080;C060
T1A;R080C070;R080;C070
T1A;R080C080;R080;C080
T1A;R080C090;R080;C090
T1A;R080C160;R080;C160
T1A;R080C170;R080;C170
T1A;R080C180;R080;C180
T1A;R080C190;R080;C190
T1A;R080C200;R080;C200
T1A;R080C210;R080;C210
T1A;R080C220;R080;C220
T1A;R080C230;R080;C230
T1A;R080C240;R080;C240
T1A;R080C250;R080;C250
T1A;R080C260;R080;C260
T1A;R080C330;R080;C330
T1A;R090C010;R090;C010
T1A;R090C020;R090;C020
T1A;R090C030;R090;C030
T1A;R090C040;R090;C040
T1A;R090C050;R090;C050
T1A;R090C060;R090;C060
T1A;R090C070;R090;C070
T1A;R090C080;R090;C080
T1A;R090C160;R090;C160
T1A;R090C170;R090;C170
T1A;R090C180;R090;C180
T1A;R090C190;R090;C190
T1A;R090C200;R090;C200
T1A;R090C210;R090;C210
T1A;R090C220;R090;C220
T1A;R090C230;R090;C230
T1A;R090C240;R090;C240
T1A;R090C250;R090;C250
T1A;R090C330;R090;C330
T1A;R100C010;R100;C010
T1A;R100C020;R100;C020
T1A;R100C030;R100;C030
T1A;R100C040;R100;C040
T1A;R100C050;R100;C050
T1A;R100C060;R100;C060
T1A;R100C070;R100;C070
T1A;R100C160;R100;C160
T1A;R100C170;R100;C170
T1A;R100C180;R100;C180
T1A;R100C190;R100;C190
T1A;R100C200;R100;C200
T1A;R100C210;R100;C210
T1A;R100C220;R100;C220
T1A;R100C230;R100;C230
T1A;R100C240;R100;C240
T1A;R100C330;R100;C330
T1A;R110C010;R110;C010
T1A;R110C020;R110;C020
T1A;R110C030;R110;C030
T1A;R110C040;R110;C040
T1A;R110C050;R110;C050
T1A;R110C060;R110;C060
T1A;R110C160;R110;C160
T1A;R110C170;R110;C170
T1A;R110C180;R110;C180
T1A;R110C190;R110;C190
T1A;R110C200;R110;C200
T1A;R110C210;R110;C210
T1A;R110C220;R110;C220
T1A;R110C230;R110;C230
T1A;R110C330;R110;C330
T1A;R120C010;R120;C010
T1A;R120C020;R120;C020
T1A;R120C030;R120;C030
T1A;R120C040;R120;C040
T1A;R120C050;R120;C050
T1A;R120C160;R120;C160
T1A;R120C170;R120;C170
T1A;R120C180;R120;C180
T1A;R120C190;R120;C190
T1A;R120C200;R120;C200
T1A;R120C210;R120;C210
T1A;R120C220;R120;C220
T1A;R120C330;R120;C330
T1A;R130C010;R130;C010
T1A;R130C020;R130;C020
T1A;R130C030;R130;C030
T1A;R130C040;R130;C040
T1A;R130C160;R130;C160
T1A;R130C170;R130;C170
T1A;R130C180;R130;C180
T1A;R130C190;R130;C190
T1A;R130C200;R130;C200
T1A;R130C210;R130;C210
T1A;R130C330;R130;C330
T1A;R140C010;R140;C010
T1A;R140C020;R140;C020
T1A;R140C030;R140;C030
T1A;R140C160;R140;C160
T1A;R140C170;R140;C170
T1A;R140C180;R140;C180
T1A;R140C190;R140;C190
T1A;R140C200;R140;C200
T1A;R140C330;R140;C330
T1A;R150C010;R150;C010
T1A;R150C020;R150;C020
T1A;R150C160;R150;C160
T1A;R150C170;R150;C170
T1A;R150C180;R150;C180
T1A;R150C190;R150;C190
T1A;R150C330;R150;C330
T1A;R160C010;R160;C010
T1A;R160C160;R160;C160
T1A;R160C170;R160;C170
T1A;R160C180;R160;C180
T1A;R160C330;R160;C330
T1A;R170C160;R170;C160
T1A;R170C170;R170;C170
T1A;R170C330;R170;C330
T1B;R010C150;R010;C150
T1B;R010C160;R010;C160
T1B;R010C170;R010;C170
T1B;R010C320;R010;C320
T1B;R010C330;R010;C330
T1B;R020C010;R020;C010
T1B;R020C020;R020;C020
T1B;R020C030;R020;C030
T1B;R020C040;R020;C040
T1B;R020C050;R020;C050
T1B;R020C060;R020;C060
T1B;R020C070;R020;C070
T1B;R020C080;R020;C080
T1B;R020C090;R020;C090
T1B;R020C100;R020;C100
T1B;R020C110;R020;C110
T1B;R020C120;R020;C120
T1B;R020C130;R020;C130
T1B;R020C140;R020;C140
T1B;R020C150;R020;C150
T1B;R020C160;R020;C160
T1B;R020C170;R020;C170
T1B;R020C180;R020;C180
T1B;R020C190;R020;C190
T1B;R020C200;R020;C200
T1B;R020C210;R020;C210
T1B;R020C220;R020;C220
T1B;R020C230;R020;C230
T1B;R020C240;R020;C240
T1B;R020C250;R020;C250
T1B;R020C260;R020;C260
T1B;R020C270;R020;C270
T1B;R020C280;R020;C280
T1B;R020C290;R020;C290
T1B;R020C300;R020;C300
T1B;R020C310;R020;C310
T1B;R020C320;R020;C320
T1B;R020C330;R020;C330
T1B;R030C010;R030;C010
T1B;R030C020;R030;C020
T1B;R030C030;R030;C030
T1B;R030C040;R030;C040
T1B;R030C050;R030;C050
T1B;R030C060;R030;C060
T1B;R030C070;R030;C070
T1B;R030C080;R030;C080
T1B;R030C090;R030;C090
T1B;R030C100;R030;C100
T1B;R030C110;R030;C110
T1B;R030C120;R030;C120
T1B;R030C130;R030;C130
T1B;R030C140;R030;C140
T1B;R030C160;R030;C160
T1B;R030C170;R030;C170
T1B;R030C180;R030;C180
T1B;R030C190;R030;C190
T1B;R030C200;R030;C200
T1B;R030C210;R030;C210
T1B;R030C220;R030;C220
T1B;R030C230;R030;C230
T1B;R030C240;R030;C240
T1B;R030C250;R030;C250
T1B;R030C260;R030;C260
T1B;R030C270;R030;C270
T1B;R030C280;R030;C280
T1B;R030C290;R030;C290
T1B;R030C300;R030;C300
T1B;R030C310;R030;C310
T1B;R030C330;R030;C330
T1B;R040C010;R040;C010
T1B;R040C020;R040;C020
T1B;R040C030;R040;C030
T1B;R040C040;R040;C040
T1B;R040C050;R040;C050
T1B;R040C060;R040;C060
T1B;R040C070;R040;C070
T1B;R040C080;R040;C080
T1B;R040C090;R040;C090
T1B;R040C100;R040;C100
T1B;R040C110;R040;C110
T1B;R040C120;R040;C120
T1B;R040C130;R040;C130
T1B;R040C160;R040;C160
T1B;R040C170;R040;C170
T1B;R040C180;R040;C180
T1B;R040C190;R040;C190
T1B;R040C200;R040;C200
T1B;R040C210;R040;C210
T1B;R040C220;R040;C220
T1B;R040C230;R040;C230
T1B;R040C240;R040;C240
T1B;R040C250;R040;C250
T1B;R040C260;R040;C260
T1B;R040C270;R040;C270
T1B;R040C280;R040;C280
T1B;R040C290;R040;C290
T1B;R040C300;R040;C300
T1B;R040C330;R040;C330
T1B;R050C010;R050;C010
T1B;R050C020;R050;C020
T1B;R050C030;R050;C030
T1B;R050C040;R050;C040
T1B;R050C050;R050;C050
T1B;R050C060;R050;C060
T1B;R050C070;R050;C070
T1B;R050C080;R050;C080
T1B;R050C090;R050;C090
T1B;R050C100;R050;C100
T1B;R050C110;R050;C110
T1B;R050C120;R050;C120
T1B;R050C160;R050;C160
T1B;R050C170;R050;C170
T1B;R050C180;R050;C180
T1B;R050C190;R050;C190
T1B;R050C200;R050;C200
T1B;R050C210;R050;C210
T1B;R050C220;R050;C220
T1B;R050C230;R050;C230
T1B;R050C240;R050;C240
T1B;R050C250;R050;C250
T1B;R050C260;R050;C260
T1B;R050C270;R050;C270
T1B;R050C280;R050;C280
T1B;R050C290;R050;C290
T1B;R050C330;R050;C330
T1B;R060C010;R060;C010
T1B;R060C020;R060;C020
T1B;R060C030;R060;C030
T1B;R060C040;R060;C040
T1B;R060C050;R060;C050
T1B;R060C060;R060;C060
T1B;R060C070;R060;C070
T1B;R060C080;R060;C080
T1B;R060C090;R060;C090
T1B;R060C100;R060;C100
T1B;R060C110;R060;C110
T1B;R060C160;R060;C160
T1B;R060C170;R060;C170
T1B;R060C180;R060;C180
T1B;R060C190;R060;C190
T1B;R060C200;R060;C200
T1B;R060C210;R060;C210
T1B;R060C220;R060;C220
T1B;R060C230;R060;C230
T1B;R060C240;R060;C240
T1B;R060C250;R060;C250
T1B;R060C260;R060;C260
T1B;R060C270;R060;C270
T1B;R060C280;R060;C280
T1B;R060C330;R060;C330
T1B;R070C010;R070;C010
T1B;R070C020;R070;C020
T1B;R070C030;R070;C030
T1B;R070C040;R070;C040
T1B;R070C050;R070;C050
T1B;R070C060;R070;C060
T1B;R070C070;R070;C070
T1B;R070C080;R070;C080
T1B;R070C090;R070;C090
T1B;R070C100;R070;C100
T1B;R070C160;R070;C160
T1B;R070C170;R070;C170
T1B;R070C180;R070;C180
T1B;R070C190;R070;C190
T1B;R070C200;R070;C200
T1B;R070C210;R070;C210
T1B;R070C220;R070;C220
T1B;R070C230;R070;C230
T1B;R070C240;R070;C240
T1B;R070C250;R070;C250
T1B;R070C260;R070;C260
T1B;R070C270;R070;C270
T1B;R070C330;R070;C330
T1B;R080C010;R080;C010
T1B;R080C020;R080;C020
T1B;R080C030;R080;C030
T1B;R080C040;R080;C040
T1B;R080C050;R080;C050
T1B;R080C060;R080;C060
T1B;R080C070;R080;C070
T1B;R080C080;R080;C080
T1B;R080C090;R080;C090
T1B;R080C160;R080;C160
T1B;R080C170;R080;C170
T1B;R080C180;R080;C180
T1B;R080C190;R080;C190
T1B;R080C200;R080;C200
T1B;R080C210;R080;C210
T1B;R080C220;R080;C220
T1B;R080C230;R080;C230
T1B;R080C240;R080;C240
T1B;R080C250;R080;C250
T1B;R080C260;R080;C260
T1B;R080C330;R080;C330
T1B;R090C010;R090;C010
T1B;R090C020;R090;C020
T1B;R090C030;R090;C030
T1B;R090C040;R090;C040
T1B;R090C050;R090;C050
T1B;R090C060;R090;C060
T1B;R090C070;R090;C070
T1B;R090C080;R090;C080
T1B;R090C160;R090;C160
T1B;R090C170;R090;C170
T1B;R090C180;R090;C180
T1B;R090C190;R090;C190
T1B;R090C200;R090;C200
T1B;R090C210;R090;C210
T1B;R090C220;R090;C220
T1B;R090C230;R090;C230
T1B;R090C240;R090;C240
T1B;R090C250;R090;C250
T1B;R090C330;R090;C330
T1B;R100C010;R100;C010
T1B;R100C020;R100;C020
T1B;R100C030;R100;C030
T1B;R100C040;R100;C040
T1B;R100C050;R100;C050
T1B;R100C060;R100;C060
T1B;R100C070;R100;C070
T1B;R100C160;R100;C160
T1B;R100C170;R100;C170
T1B;R100C180;R100;C180
T1B;R100C190;R100;C190
T1B;R100C200;R100;C200
T1B;R100C210;R100;C210
T1B;R100C220;R100;C220
T1B;R100C230;R100;C230
T1B;R100C240;R100;C240
T1B;R100C330;R100;C330
T1B;R110C010;R110;C010
T1B;R110C020;R110;C020
T1B;R110C030;R110;C030
T1B;R110C040;R110;C040
T1B;R110C050;R110;C050
T1B;R110C060;R110;C060
T1B;R110C160;R110;C160
T1B;R110C170;R110;C170
T1B;R110C180;R110;C180
T1B;R110C190;R110;C190
T1B;R110C200;R110;C200
T1B;R110C210;R110;C210
T1B;R110C220;R110;C220
T1B;R110C230;R110;C230
T1B;R110C330;R110;C330
T1B;R120C010;R120;C010
T1B;R120C020;R120;C020
T1B;R120C030;R120;C030
T1B;R120C040;R120;C040
T1B;R120C050;R120;C050
T1B;R120C160;R120;C160
T1B;R120C170;R120;C170
T1B;R120C180;R120;C180
T1B;R120C190;R120;C190
T1B;R120C200;R120;C200
T1B;R120C210;R120;C210
T1B;R120C220;R120;C220
T1B;R120C330;R120;C330
T1B;R130C010;R130;C010
T1B;R130C020;R130;C020
T1B;R130C030;R130;C030
T1B;R130C040;R130;C040
T1B;R130C160;R130;C160
T1B;R130C170;R130;C170
T1B;R130C180;R130;C180
T1B;R130C190;R130;C190
T1B;R130C200;R130;C200
T1B;R130C210;R130;C210
T1B;R130C330;R130;C330
T1B;R140C010;R140;C010
T1B;R140C020;R140;C020
T1B;R140C030;R140;C030
T1B;R140C160;R140;C160
T1B;R140C170;R140;C170
T1B;R140C180;R140;C180
T1B;R140C190;R140;C190
T1B;R140C200;R140;C200
T1B;R140C330;R140;C330
T1B;R150C010;R150;C010
T1B;R150C020;R150;C020
T1B;R150C160;R150;C160
T1B;R150C170;R150;C170
T1B;R150C180;R150;C180
T1B;R150C190;R150;C190
T1B;R150C330;R150;C330
T1B;R160C010;R160;C010
T1B;R160C160;R160;C160
T1B;R160C170;R160;C170
T1B;R160C180;R160;C180
T1B;R160C330;R160;C330
T1B;R170C160;R170;C160
T1B;R170C170;R170;C170
T1B;R170C330;R170;C330
T1C;R010C150;R010;C150
T1C;R010C160;R010;C160
T1C;R010C170;R010;C170
T1C;R010C320;R010;C320
T1C;R010C330;R010;C330
T1C;R020C010;R020;C010
T1C;R020C020;R020;C020
T1C;R020C030;R020;C030
T1C;R020C040;R020;C040
T1C;R020C050;R020;C050
T1C;R020C060;R020;C060
T1C;R020C070;R020;C070
T1C;R020C080;R020;C080
T1C;R020C090;R020;C090
T1C;R020C100;R020;C100
T1C;R020C110;R020;C110
T1C;R020C120;R020;C120
T1C;R020C130;R020;C130
T1C;R020C140;R020;C140
T1C;R020C150;R020;C150
T1C;R020C160;R020;C160
T1C;R020C170;R020;C170
T1C;R020C180;R020;C180
T1C;R020C190;R020;C190
T1C;R020C200;R020;C200
T1C;R020C210;R020;C210
T1C;R020C220;R020;C220
T1C;R020C230;R020;C230
T1C;R020C240;R020;C240
T1C;R020C250;R020;C250
T1C;R020C260;R020;C260
T1C;R020C270;R020;C270
T1C;R020C280;R020;C280
T1C;R020C290;R020;C290
T1C;R020C300;R020;C300
T1C;R020C310;R020;C310
T1C;R020C320;R020;C320
T1C;R020C330;R020;C330
T1C;R030C010;R030;C010
T1C;R030C020;R030;C020
T1C;R030C030;R030;C030
T1C;R030C040;R030;C040
T1C;R030C050;R030;C050
T1C;R030C060;R030;C060
T1C;R030C070;R030;C070
T1C;R030C080;R030;C080
T1C;R030C090;R030;C090
T1C;R030C100;R030;C100
T1C;R030C110;R030;C110
T1C;R030C120;R030;C120
T1C;R030C130;R030;C130
T1C;R030C140;R030;C140
T1C;R030C160;R030;C160
T1C;R030C170;R030;C170
T1C;R030C180;R030;C180
T1C;R030C190;R030;C190
T1C;R030C200;R030;C200
T1C;R030C210;R030;C210
T1C;R030C220;R030;C220
T1C;R030C230;R030;C230
T1C;R030C240;R030;C240
T1C;R030C250;R030;C250
T1C;R030C260;R030;C260
T1C;R030C270;R030;C270
T1C;R030C280;R030;C280
T1C;R030C290;R030;C290
T1C;R030C300;R030;C300
T1C;R030C310;R030;C310
T1C;R030C330;R030;C330
T1C;R040C010;R040;C010
T1C;R040C020;R040;C020
T1C;R040C030;R040;C030
T1C;R040C040;R040;C040
T1C;R040C050;R040;C050
T1C;R040C060;R040;C060
T1C;R040C070;R040;C070
T1C;R040C080;R040;C080
T1C;R040C090;R040;C090
T1C;R040C100;R040;C100
T1C;R040C110;R040;C110
T1C;R040C120;R040;C120
T1C;R040C130;R040;C130
T1C;R040C160;R040;C160
T1C;R040C170;R040;C170
T1C;R040C180;R040;C180
T1C;R040C190;R040;C190
T1C;R040C200;R040;C200
T1C;R040C210;R040;C210
T1C;R040C220;R040;C220
T1C;R040C230;R040;C230
T1C;R040C240;R040;C240
T1C;R040C250;R040;C250
T1C;R040C260;R040;C260
T1C;R040C270;R040;C270
T1C;R040C280;R040;C280
T1C;R040C290;R040;C290
T1C;R040C300;R040;C300
T1C;R040C330;R040;C330
T1C;R050C010;R050;C010
T1C;R050C020;R050;C020
T1C;R050C030;R050;C030
T1C;R050C040;R050;C040
T1C;R050C050;R050;C050
T1C;R050C060;R050;C060
T1C;R050C070;R050;C070
T1C;R050C080;R050;C080
T1C;R050C090;R050;C090
T1C;R050C100;R050;C100
T1C;R050C110;R050;C110
T1C;R050C120;R050;C120
T1C;R050C160;R050;C160
T1C;R050C170;R050;C170
T1C;R050C180;R050;C180
T1C;R050C190;R050;C190
T1C;R050C200;R050;C200
T1C;R050C210;R050;C210
T1C;R050C220;R050;C220
T1C;R050C230;R050;C230
T1C;R050C240;R050;C240
T1C;R050C250;R050;C250
T1C;R050C260;R050;C260
T1C;R050C270;R050;C270
T1C;R050C280;R050;C280
T1C;R050C290;R050;C290
T1C;R050C330;R050;C330
T1C;R060C010;R060;C010
T1C;R060C020;R060;C020
T1C;R060C030;R060;C030
T1C;R060C040;R060;C040
T1C;R060C050;R060;C050
T1C;R060C060;R060;C060
T1C;R060C070;R060;C070
T1C;R060C080;R060;C080
T1C;R060C090;R060;C090
T1C;R060C100;R060;C100
T1C;R060C110;R060;C110
T1C;R060C160;R060;C160
T1C;R060C170;R060;C170
T1C;R060C180;R060;C180
T1C;R060C190;R060;C190
T1C;R060C200;R060;C200
T1C;R060C210;R060;C210
T1C;R060C220;R060;C220
T1C;R060C230;R060;C230
T1C;R060C240;R060;C240
T1C;R060C250;R060;C250
T1C;R060C260;R060;C260
T1C;R060C270;R060;C270
T1C;R060C280;R060;C280
T1C;R060C330;R060;C330
T1C;R070C010;R070;C010
T1C;R070C020;R070;C020
T1C;R070C030;R070;C030
T1C;R070C040;R070;C040
T1C;R070C050;R070;C050
T1C;R070C060;R070;C060
T1C;R070C070;R070;C070
T1C;R070C080;R070;C080
T1C;R070C090;R070;C090
T1C;R070C100;R070;C100
T1C;R070C160;R070;C160
T1C;R070C170;R070;C170
T1C;R070C180;R070;C180
T1C;R070C190;R070;C190
T1C;R070C200;R070;C200
T1C;R070C210;R070;C210
T1C;R070C220;R070;C220
T1C;R070C230;R070;C230
T1C;R070C240;R070;C240
T1C;R070C250;R070;C250
T1C;R070C260;R070;C260
T1C;R070C270;R070;C270
T1C;R070C330;R070;C330
T1C;R080C010;R080;C010
T1C;R080C020;R080;C020
T1C;R080C030;R080;C030
T1C;R080C040;R080;C040
T1C;R080C050;R080;C050
T1C;R080C060;R080;C060
T1C;R080C070;R080;C070
T1C;R080C080;R080;C080
T1C;R080C090;R080;C090
T1C;R080C160;R080;C160
T1C;R080C170;R080;C170
T1C;R080C180;R080;C180
T1C;R080C190;R080;C190
T1C;R080C200;R080;C200
T1C;R080C210;R080;C210
T1C;R080C220;R080;C220
T1C;R080C230;R080;C230
T1C;R080C240;R080;C240
T1C;R080C250;R080;C250
T1C;R080C260;R080;C260
T1C;R080C330;R080;C330
T1C;R090C010;R090;C010
T1C;R090C020;R090;C020
T1C;R090C030;R090;C030
T1C;R090C040;R090;C040
T1C;R090C050;R090;C050
T1C;R090C060;R090;C060
T1C;R090C070;R090;C070
T1C;R090C080;R090;C080
T1C;R090C160;R090;C160
T1C;R090C170;R090;C170
T1C;R090C180;R090;C180
T1C;R090C190;R090;C190
T1C;R090C200;R090;C200
T1C;R090C210;R090;C210
T1C;R090C220;R090;C220
T1C;R090C230;R090;C230
T1C;R090C240;R090;C240
T1C;R090C250;R090;C250
T1C;R090C330;R090;C330
T1C;R100C010;R100;C010
T1C;R100C020;R100;C020
T1C;R100C030;R100;C030
T1C;R100C040;R100;C040
T1C;R100C050;R100;C050
T1C;R100C060;R100;C060
T1C;R100C070;R100;C070
T1C;R100C160;R100;C160
T1C;R100C170;R100;C170
T1C;R100C180;R100;C180
T1C;R100C190;R100;C190
T1C;R100C200;R100;C200
T1C;R100C210;R100;C210
T1C;R100C220;R100;C220
T1C;R100C230;R100;C230
T1C;R100C240;R100;C240
T1C;R100C330;R100;C330
T1C;R110C010;R110;C010
T1C;R110C020;R110;C020
T1C;R110C030;R110;C030
T1C;R110C040;R110;C040
T1C;R110C050;R110;C050
T1C;R110C060;R110;C060
T1C;R110C160;R110;C160
T1C;R110C170;R110;C170
T1C;R110C180;R110;C180
T1C;R110C190;R110;C190
T1C;R110C200;R110;C200
T1C;R110C210;R110;C210
T1C;R110C220;R110;C220
T1C;R110C230;R110;C230
T1C;R110C330;R110;C330
T1C;R120C010;R120;C010
T1C;R120C020;R120;C020
T1C;R120C030;R120;C030
T1C;R120C040;R120;C040
T1C;R120C050;R120;C050
T1C;R120C160;R120;C160
T1C;R120C170;R120;C170
T1C;R120C180;R120;C180
T1C;R120C190;R120;C190
T1C;R120C200;R120;C200
T1C;R120C210;R120;C210
T1C;R120C220;R120;C220
T1C;R120C330;R120;C330
T1C;R130C010;R130;C010
T1C;R130C020;R130;C020
T1C;R130C030;R130;C030
T1C;R130C040;R130;C040
T1C;R130C160;R130;C160
T1C;R130C170;R130;C170
T1C;R130C180;R130;C180
T1C;R130C190;R130;C190
T1C;R130C200;R130;C200
T1C;R130C210;R130;C210
T1C;R130C330;R130;C330
T1C;R140C010;R140;C010
T1C;R140C020;R140;C020
T1C;R140C030;R140;C030
T1C;R140C160;R140;C160
T1C;R140C170;R140;C170
T1C;R140C180;R140;C180
T1C;R140C190;R140;C190
T1C;R140C200;R140;C200
T1C;R140C330;R140;C330
T1C;R150C010;R150;C010
T1C;R150C020;R150;C020
T1C;R150C160;R150;C160
T1C;R150C170;R150;C170
T1C;R150C180;R150;C180
T1C;R150C190;R150;C190
T1C;R150C330;R150;C330
T1C;R160C010;R160;C010
T1C;R160C160;R160;C160
T1C;R160C170;R160;C170
T1C;R160C180;R160;C180
T1C;R160C330;R160;C330
T1C;R170C160;R170;C160
T1C;R170C170;R170;C170
T1C;R170C330;R170;C330
T1D;R010C010;R010;C010
T1D;R010C020;R010;C020
T1D;R020C010;R020;C010
T1D;R020C020;R020;C020
T1D;R030C010;R030;C010
T1D;R030C020;R030;C020
T1D;R040C010;R040;C010
T1D;R040C020;R040;C020
T1D;R050C010;R050;C010
T1D;R050C020;R050;C020
T1D;R060C010;R060;C010
T1D;R060C020;R060;C020
T1D;R070C010;R070;C010
T1D;R070C020;R070;C020
T1D;R080C010;R080;C010
T1D;R080C020;R080;C020
T1D;R090C010;R090;C010
T1D;R090C020;R090;C020
T1D;R100C010;R100;C010
T1D;R100C020;R100;C020
T1D;R110C010;R110;C010
T1D;R110C020;R110;C020
T1D;R120C010;R120;C010
T1D;R120C020;R120;C020
T1D;R130C010;R130;C010
T1D;R130C020;R130;C020
T1D;R140C010;R140;C010
T1D;R140C020;R140;C020
T1D;R150C010;R150;C010
T1D;R150C020;R150;C020
T1E;R010C010;R010;C010
T1E;R010C020;R010;C020
T1E;R010C030;R010;C030
T1E;R010C040;R010;C040
T1E;R010C050;R010;C050
T1E;R010C060;R010;C060
T1E;R020C010;R020;C010
T1E;R020C020;R020;C020
T1E;R020C030;R020;C030
T1E;R020C040;R020;C040
T1E;R020C050;R020;C050
T1E;R020C060;R020;C060
T1E;R030C010;R030;C010
T1E;R030C020;R030;C020
T1E;R030C030;R030;C030
T1E;R030C040;R030;C040
T1E;R030C050;R030;C050
T1E;R030C060;R030;C060
